CountryName,CityName,Latitude,Longitude
Qaryatein,34.2288871,37.2382992,Syrian Arab Republic,Syrian Arab Republic
Pasar Sukaramai (Kota Medan),3.5824540999999996,98.7037432003668,Indonesia,Indonesia
Ihorombe (Region),-22.632789600000002,46.09956582015383,Madagascar,Madagascar
Kapoeta South,4.407973200000001,33.780320402169465,South Sudan,South Sudan
Pasar Pembangunan,-6.28905025,106.84204794437818,Indonesia,Indonesia
Jeremie,18.6445835,-74.1139182,Haiti,Haiti
Farim,12.4823646,-15.2196439,Guinea-Bissau,Guinea-Bissau
Pasar Wonokromo,-7.87048405,110.39178818008314,Indonesia,Indonesia
Mpita,-4.8188912,11.9085701,Malawi,Malawi
Diredawa,9.5913193,41.8566373,Ethiopia,Ethiopia
Davao de Oro,7.45,126.07,Philippines,Philippines
Bandundu ville,-11.6991531,27.4474822,Democratic Republic of the Congo,Democratic Republic of the Congo
Shiselweni,-27.024344,31.313400298036466,Swaziland,Swaziland
Chintheche,-11.8313824,34.1693013,Malawi,Malawi
Naga,13.6240122,123.1850318,Philippines,Philippines
Pasar Anyar (Kota Bogor),-6.59162995,106.79214214481371,Indonesia,Indonesia
Bissau-Plack,11.8561921,-15.5885948,Guinea-Bissau,Guinea-Bissau
Njube,-20.135463,28.5306079,Zimbabwe,Zimbabwe
Tura,47.3900474,0.6889268,Bassas da India,Bassas da India
Balykchy,42.456892,76.1960866,Kyrgyzstan,Kyrgyzstan
Hasbaya,33.398014,35.68202,Lebanon,Lebanon
Nouadhibou,20.9547706,-17.03469577096939,Mauritania,Mauritania
Chiradzulu,-15.754719999999999,35.20553617052023,Malawi,Malawi
Barkeol,16.640389,-12.498493,Mauritania,Mauritania
Tidjikja,18.5545158,-11.4325834,Mauritania,Mauritania
Layoun,49.3679839,2.418495,Algeria,Algeria
Mbaïki,3.8728278,17.9860847,Central African Republic,Central African Republic
Siakobvu,-17.1326463,28.3629726,Zimbabwe,Zimbabwe
Kadugli,11.07259465,29.60101162674514,Sudan,Sudan
Takavarasha,-20.3313581,30.307695647432656,Zimbabwe,Zimbabwe
Garu,23.59819585,84.21216092475208,Ghana,Ghana
Pasar Kliwon,-7.5859607,110.8340845,Indonesia,Indonesia
Zamboanga del Sur,7.9043,123.3194,Philippines,Philippines
Nhacra,11.961735,-15.596988,Guinea-Bissau,Guinea-Bissau
Damofalls Park,-17.8397886,31.2255335,Zimbabwe,Zimbabwe
Bo,-17.0568696,-64.9912286,Sierra Leone,Sierra Leone
Itanagar,27.0979659,93.6237291,Bassas da India,Bassas da India
Gihogazi,-3.1222513,30.0034319,Burundi,Burundi
Filtu,5.115379,40.6591506,Ethiopia,Ethiopia
Batangafo,7.3039831,18.2910914,Central African Republic,Central African Republic
Port Sudan,19.619217,37.211709,Sudan,Sudan
As-Suqaylabiyah,35.3826185,36.4492355,Syrian Arab Republic,Syrian Arab Republic
Janakpurdham,26.73015775,85.93176714563675,Nepal,Nepal
Doolow,3.99101225,42.11368935536676,Somalia,Somalia
At-Bashi,41.1703178,75.8092334,Kyrgyzstan,Kyrgyzstan
Mabanda,-4.2743686,29.7754932,Burundi,Burundi
Gavar,40.3565276,45.13134729280446,Armenia,Armenia
Pasar Mandonga,-3.9820407,122.5149433,Indonesia,Indonesia
Kindu,46.5991771,24.8879086,Democratic Republic of the Congo,Democratic Republic of the Congo
Negros Oriental,9.75,123.0,Philippines,Philippines
Soroti,1.7879059499999999,33.60681558084007,Uganda,Uganda
Niafunké,15.931,-3.99,Mali,Mali
Iringa Region,-7.7742718,35.4826339,United Republic of Tanzania,United Republic of Tanzania
Rutenga,-1.2536295,29.9791236,Zimbabwe,Zimbabwe
Pasar Bungur,-6.1744233,106.8445744,Indonesia,Indonesia
Pasar Antasari,-2.4220181,115.26265365,Indonesia,Indonesia
Quebo,11.5388759,-14.7678444,Guinea-Bissau,Guinea-Bissau
Ajmer,26.4691,74.639,Bassas da India,Bassas da India
Gumla,23.0916741,84.5738480719802,Bassas da India,Bassas da India
Aleg,17.0527177,-13.9152949,Mauritania,Mauritania
Komanda,1.3663891,29.9594441,Democratic Republic of the Congo,Democratic Republic of the Congo
Jalalabad,27.6768536,79.53978401514607,Afghanistan,Afghanistan
Pasar Kebon Roek,-8.5651707,116.07797306282998,Indonesia,Indonesia
Ouanaminthe,19.5485315,-71.7258332,Haiti,Haiti
Al Bayda,14.34166,45.394422,Yemen,Yemen
Vassala,8.7731568,-9.6266488,Mauritania,Mauritania
Katihar,25.559100100000002,87.64745595714365,Bassas da India,Bassas da India
Hrak,51.499674850000005,31.291934571632126,Syrian Arab Republic,Syrian Arab Republic
Ashtarak,40.2886849,44.3613061,Armenia,Armenia
Kangemi (Nairobi),-1.2654259,36.7525183,Kenya,Kenya
Kerben,50.3103652,7.3591284,Kyrgyzstan,Kyrgyzstan
Quthing,-30.3601252,27.9855738,Lesotho,Lesotho
Al Ghaidha,17.476845,44.076526,Yemen,Yemen
Mwanza,-2.5196915,32.9014417,Malawi,Malawi
Kibirizi,-2.3674767,29.912322363956346,Rwanda,Rwanda
Lin Haw,22.77647,98.83702,Myanmar,Myanmar
Pasar Bastiong,0.7668556,127.3757954,Indonesia,Indonesia
Kimironko,-1.942618,30.1382016,Rwanda,Rwanda
Masanganzira,-2.8171,30.09504,Burundi,Burundi
Bishkek,42.8777895,74.6066926,Kyrgyzstan,Kyrgyzstan
Ayodhya,26.7990707,82.2052321,Bassas da India,Bassas da India
Xitole,11.7349442,-14.8144697,Guinea-Bissau,Guinea-Bissau
Mbarara,-0.4180848,30.573737377548046,Uganda,Uganda
Banjul,13.4410165,-16.56275092072591,Gambia,Gambia
Imphal,24.7991162,93.9364419,Bassas da India,Bassas da India
Pasar Manis,-7.65579895,109.12788657567896,Indonesia,Indonesia
Lanao del Sur,7.8776443,124.3754759,Philippines,Philippines
Abeche,13.8280295,20.8283652,Chad,Chad
Mamfé,5.7527723,9.315211,Cameroon,Cameroon
Kahemba,-7.2919121,18.9582005,Democratic Republic of the Congo,Democratic Republic of the Congo
Tanène,9.806715,-13.4924555,Guinea,Guinea
Sittwe,20.15,92.9,Myanmar,Myanmar
Mondol Kiri,12.7396454,107.00882593208544,Cambodia,Cambodia
Adel Bagrou,15.4975,-6.950556,Mauritania,Mauritania
Bigene,12.439277,-15.535395,Guinea-Bissau,Guinea-Bissau
Minsk,53.9024716,27.5618225,Belarus,Belarus
Prabis,11.8005341,-15.7401575,Guinea-Bissau,Guinea-Bissau
Pasar Ngadirojo,-7.8140424500000005,110.99545634979452,Indonesia,Indonesia
Kidal,19.802089000000002,0.7253124568557916,Mali,Mali
Pasar Inpres,-6.160671,106.778858,Indonesia,Indonesia
Bourem Inaly,16.6904119,-2.8515344,Mali,Mali
Mukamira,-1.614956,29.5010765,Rwanda,Rwanda
Volyn,51.5451167,24.6627893,Ukraine,Ukraine
Manton,43.7753495,7.5029213,Myanmar,Myanmar
Gwandu,12.4893811,4.627794873242951,Nigeria,Nigeria
Panaji,15.4989946,73.8282141,Bassas da India,Bassas da India
Bourem,16.9575282,-0.3468008,Mali,Mali
Mota,46.546607,16.2301396,Ethiopia,Ethiopia
Rupangwana,-20.9997425,32.15167606018552,Zimbabwe,Zimbabwe
Mbizo 2,-18.9024903,29.8456907,Zimbabwe,Zimbabwe
Nawa,32.8909237,36.0396984,Syrian Arab Republic,Syrian Arab Republic
Ouangolodougou,10.070491,-4.8057507,Cote d'Ivoire,Cote d'Ivoire
Nyakarambi,-2.2740364,30.6756473,Rwanda,Rwanda
Takhar,36.5940732,69.7938996,Afghanistan,Afghanistan
Sonaco,12.3951689,-14.4838361,Guinea-Bissau,Guinea-Bissau
Balcad,2.40537355,45.78459265495574,Somalia,Somalia
Fayzabad,37.216341,70.613481,Afghanistan,Afghanistan
Chennai,13.0836939,80.270186,Bassas da India,Bassas da India
Ruyigi,-3.5172574,30.2480394,Burundi,Burundi
Mutena,-6.766667,21.166667,Democratic Republic of the Congo,Democratic Republic of the Congo
Dogbo,6.801846,1.7815205,Benin,Benin
Pang Yang,22.12747,98.79648,Myanmar,Myanmar
Pasar Kanoman,-6.7210836,108.56762566955267,Indonesia,Indonesia
Champassack,14.84273,105.71858439467431,Lao People's Democratic Republic,Lao People's Democratic Republic
Jezzine,33.5439343,35.5843949,Lebanon,Lebanon
Kayogoro,-4.1176232,29.945015,Burundi,Burundi
Shillong,25.5760446,91.8825282,Bassas da India,Bassas da India
Birao,10.2961965,22.7809907,Central African Republic,Central African Republic
Aklan,11.6297894,122.2481177,Philippines,Philippines
Sultan Kudarat,6.5556705,124.3271496,Philippines,Philippines
Shahba,32.8529319,36.6298883,Syrian Arab Republic,Syrian Arab Republic
Maguindanao,6.9234196,124.5365357,Philippines,Philippines
Nyabugogo,-1.9476402,30.0167713,Rwanda,Rwanda
Bandiagara,14.3505,-3.6112766,Mali,Mali
Gonye,-19.6608279,31.437211903422398,Zimbabwe,Zimbabwe
Gasenyi,-3.3537504,29.3915886,Burundi,Burundi
Accra,5.5571096,-0.2012376,Ghana,Ghana
Mwanza Region,-2.90554195,33.16370938992052,United Republic of Tanzania,United Republic of Tanzania
Aleta Wondo,6.604318,38.42573822434198,Ethiopia,Ethiopia
Douala-Congo,4.0373892,9.7053201,Cameroon,Cameroon
Nubul,-2.2,130.403889,Syrian Arab Republic,Syrian Arab Republic
Vientiane Province,18.6844927,102.07429,Lao People's Democratic Republic,Lao People's Democratic Republic
Samroang,12.0151968,104.7290781,Cambodia,Cambodia
Malakal,9.5388487,31.6584168,South Sudan,South Sudan
Balasore,21.5002888,86.9202627,Bassas da India,Bassas da India
Kampong Chhnang,12.1382025,104.3354098,Cambodia,Cambodia
Amaro,46.3740306,13.0953599,Ethiopia,Ethiopia
Marjayoun,33.3592529,35.5902134,Lebanon,Lebanon
Batangas,13.9146826,121.0867566,Philippines,Philippines
Rugombo,-2.8130179,29.0821647,Burundi,Burundi
Garissa town,45.283599,-89.712105,Kenya,Kenya
Dikhil,11.4225322,42.2093773,Djibouti,Djibouti
Srinagar,34.0747444,74.8204443,Bassas da India,Bassas da India
Tirunelveli,8.722388,77.710247,Bassas da India,Bassas da India
Kuntaur,13.670615,-14.889486,Gambia,Gambia
Mwansambo,-4.0632047,33.3454841,Malawi,Malawi
Al Balqa,31.9782917,35.65852324951788,Jordan,Jordan
Wadajir,2.0262453,45.2851999,Somalia,Somalia
Phalombe,-15.69220705,35.66505231082681,Malawi,Malawi
Kulob,37.9161378,69.7815382,Tajikistan,Tajikistan
Lére,49.2310033,0.4983596,Mali,Mali
Haridwar,29.9384473,78.1452985,Bassas da India,Bassas da India
Diondiori,14.5425515,-4.1152642,Mali,Mali
Kumasi,6.6985605,-1.6233086,Ghana,Ghana
Mya Thida,21.1338215,94.8617862,Myanmar,Myanmar
Mtakataka,-14.2248472,34.5166667,Malawi,Malawi
Pasar Senggol,-8.1318939,113.221305,Indonesia,Indonesia
Nkhamenya,-12.5666162,33.5136959,Malawi,Malawi
Jalal-Abad,41.510735249999996,73.22834789590578,Kyrgyzstan,Kyrgyzstan
Pasar Daya,-5.1123506,119.5072211,Indonesia,Indonesia
Namalu,1.760833,34.608056,Uganda,Uganda
Palayan,15.5408666,121.0842988,Philippines,Philippines
Hinche,19.1445541,-72.0087527,Haiti,Haiti
Kumbo,6.2108889,10.6867788,Cameroon,Cameroon
Ba Yint Naung,17.7923272,96.6670492,Myanmar,Myanmar
Cochabamba,-17.401245799999998,-66.16756808852,Bolivia,Bolivia
Sana'a,15.3538569,44.2058841,Yemen,Yemen
Pasar Sleko,-7.640223499999999,111.51813951489089,Indonesia,Indonesia
Bhagalpur,25.2871758,87.13033088387233,Bassas da India,Bassas da India
Tchaourou,8.8881676,2.596108,Benin,Benin
Beira,-19.828707,34.841782,Mozambique,Mozambique
Nganda,3.7399413,11.0391663,Rwanda,Rwanda
Musanze,-1.4745128,29.56921119524956,Rwanda,Rwanda
Al-Cha'ar,-25.46029845,-60.47376955,Syrian Arab Republic,Syrian Arab Republic
Catarman,12.4996559,124.6365924,Philippines,Philippines
Lutumba,-4.9382083,27.0843211,Zimbabwe,Zimbabwe
Bengaluru (east range),12.92572465,77.65717714276474,Bassas da India,Bassas da India
Stoung,12.9389734,104.5716049,Cambodia,Cambodia
Otjiwarongo,-20.4635829,16.6490992,Namibia,Namibia
Wasit,32.6944827,45.6848009,Iraq,Iraq
Indore,22.7203616,75.8681996,Bassas da India,Bassas da India
Muloza,-16.0543688,35.7726393,Malawi,Malawi
Rusine,-1.8126508,30.0967867,Rwanda,Rwanda
Biu,-1.9868129,115.9313339,Nigeria,Nigeria
Matupi,21.596511,93.444026,Myanmar,Myanmar
Chheu Tom,12.2951584,104.1761653480084,Cambodia,Cambodia
Baripada,21.9297099,86.73165610583777,Bassas da India,Bassas da India
Farafenni,13.5721243,-15.5979467,Gambia,Gambia
Munini,-4.0093161,29.7399592,Rwanda,Rwanda
Homs,34.7333334,36.7166667,Syrian Arab Republic,Syrian Arab Republic
Nkhoma,-14.0472065,34.1063032,Malawi,Malawi
Menabe (Region),-20.03559335,45.10848883290599,Madagascar,Madagascar
Lirangwe,-15.5416695,35.0258616,Malawi,Malawi
Khujand,40.2844189,69.6191669,Tajikistan,Tajikistan
Pasar Banyuasri,-8.1150744,115.0783067,Indonesia,Indonesia
Tonzang,23.605598,93.6923764,Myanmar,Myanmar
Pasar Tingkat,5.3681511,100.27569609148689,Indonesia,Indonesia
Chikombedzi,-21.6777017,31.3202631,Zimbabwe,Zimbabwe
Jijiga,9.3508526,42.8003788,Ethiopia,Ethiopia
Parakou,9.3400159,2.6278258,Benin,Benin
Nyamugari,-1.4485099,29.9332014,Rwanda,Rwanda
Gasarenda,-2.3411388,29.3977323,Rwanda,Rwanda
Makamba,-4.1978315,29.8073996,Burundi,Burundi
Thantlang,22.69843,93.4278,Myanmar,Myanmar
Chinamwali,-15.3778273,35.36205536212471,Malawi,Malawi
Suryapet,17.08001385,79.7925329742427,Bassas da India,Bassas da India
Nairobi,-1.2832533,36.8172449,Kenya,Kenya
Babile,10.5288072,-2.8376444,Ethiopia,Ethiopia
Zamboanga,6.9046909,122.076462,Philippines,Philippines
Nkora,-1.8446964,29.3129273,Rwanda,Rwanda
Adwa,12.3599983,25.0110589,Ethiopia,Ethiopia
Ceerigaabo,10.61806,47.37,Somalia,Somalia
Catio,11.2835568,-15.2547152,Guinea-Bissau,Guinea-Bissau
Khammouane,17.5842055,105.24713249754737,Lao People's Democratic Republic,Lao People's Democratic Republic
Bolama,11.27950645,-16.029442476049176,Guinea-Bissau,Guinea-Bissau
Anlong Veng,14.2331742,104.0812013,Cambodia,Cambodia
Ntaja,-14.8719847,35.5278216,Malawi,Malawi
Batangas,13.9146826,121.0867566,Philippines,Philippines
Aniet,52.3956685,5.2763873,South Sudan,South Sudan
Madaba,-9.86521915,35.43216338633224,Jordan,Jordan
Nabatiyeh,33.3739774,35.4891344,Lebanon,Lebanon
Dang Tong,10.7035925,104.4459825,Cambodia,Cambodia
Arlit,18.739079,7.393331,Niger,Niger
Lima,-12.0621065,-77.0365256,Peru,Peru
Maysan,32.0182542,47.0695957,Iraq,Iraq
Tanout,14.97119,8.878363,Niger,Niger
Sary-Kamysh,42.4937,76.2856686,Kyrgyzstan,Kyrgyzstan
Chokwe,-24.48862045,32.85984723301459,Mozambique,Mozambique
Kerewan,13.473128299999999,-16.13343591184462,Gambia,Gambia
Bandaga,13.4178093,75.790115,Burundi,Burundi
Xiengkhuang,19.41789095,103.35575492388296,Lao People's Democratic Republic,Lao People's Democratic Republic
Agusan del Norte,8.92,125.46,Philippines,Philippines
Samrong,15.0089358,104.7795622,Cambodia,Cambodia
Saharsa,25.83264165,86.61489283342814,Bassas da India,Bassas da India
Vagharshapat,40.1627757,44.2931665,Armenia,Armenia
Kinyinya,-3.6574594,30.3430215,Burundi,Burundi
Cobija,-11.0184614,-68.7538149,Bolivia,Bolivia
Bellary,15.1433952,76.9193876,Bassas da India,Bassas da India
Fulacunda,11.774895,-15.1720999,Guinea-Bissau,Guinea-Bissau
Tuguegarao,17.6118858,121.7300377,Philippines,Philippines
El Metn,33.8854033,35.55601550278959,Lebanon,Lebanon
Mahagi,2.3003475,30.9917354,Democratic Republic of the Congo,Democratic Republic of the Congo
Pasar Sukoharjo,-7.67819305,110.84085129526125,Indonesia,Indonesia
Pasar Pagi (Kota Samarinda),-0.49876895,117.1458869640145,Indonesia,Indonesia
Hetauda,27.4187156,85.01009335459317,Nepal,Nepal
Jakusko,12.34446145,10.801552533285502,Nigeria,Nigeria
Mubi,10.267607,13.264359,Nigeria,Nigeria
Tonkolili,8.6657003,-11.9378054,Sierra Leone,Sierra Leone
Ternopil,49.6630002,25.6167516,Ukraine,Ukraine
Antique,11.1705066,122.083333,Philippines,Philippines
Tobruk,32.0773764,23.9599988,Libya,Libya
Alamata,12.4233164,39.5630616,Ethiopia,Ethiopia
Nyaung Pin Gyi,21.7667363,96.0943244,Myanmar,Myanmar
Algiers,36.7753606,3.0601882,Algeria,Algeria
Taiz,13.4115414,43.5570871,Yemen,Yemen
Mykolaiv,47.3886032,31.9442334,Ukraine,Ukraine
Surigao del Sur,8.84,126.15,Philippines,Philippines
Morogoro Region,-7.0842931,37.4232686,United Republic of Tanzania,United Republic of Tanzania
Bati,51.3813864,-2.3596963,Ethiopia,Ethiopia
Pokhara,28.209538,83.991402,Nepal,Nepal
Mount Darwin,-16.5414793,31.64143152031906,Zimbabwe,Zimbabwe
Palakkad,10.78736915,76.47421718925105,Bassas da India,Bassas da India
Kalaburagi,17.166667,77.083333,Bassas da India,Bassas da India
Jodhpur,26.2967719,73.0351433,Bassas da India,Bassas da India
Moudjeria,17.880401,-12.3324205,Mauritania,Mauritania
Mandi,31.6723392,76.95331690779145,Bassas da India,Bassas da India
Tokyo,35.6812665,139.757653,Japan,Japan
Muthanna,30.5923739,45.2916041,Iraq,Iraq
Bangladesh (Mombasa),-4.0067225,39.6327478,Kenya,Kenya
Dungass,13.0634643,9.3405575,Niger,Niger
Saqba,33.5184752,36.3799215,Syrian Arab Republic,Syrian Arab Republic
Ruyaga,-4.006987,29.6936082,Rwanda,Rwanda
Ndélé,3.8913364,12.1555191,Central African Republic,Central African Republic
Tsholotsho Business Centre,-19.497059550000003,27.40841665546794,Zimbabwe,Zimbabwe
Aurora,41.7571701,-88.3147539,Philippines,Philippines
Kanyosha,-3.4145659,29.4087232,Burundi,Burundi
Sala 5,43.6687139,-7.6028789,Cambodia,Cambodia
Bria,45.82,-0.249167,Central African Republic,Central African Republic
Girawa,9.1379442,41.83568,Ethiopia,Ethiopia
Hama,35.1343368,36.7496276,Syrian Arab Republic,Syrian Arab Republic
Khmelnytsky,49.4196404,26.9793793,Ukraine,Ukraine
Chatoloma,-12.702570900000001,33.48703039401323,Malawi,Malawi
Pasar Segiri,-0.4823042,117.1494407,Indonesia,Indonesia
Pasar Kiara Condong,-6.9263499,107.6450363,Indonesia,Indonesia
Bafoussam,5.4758083,10.4215565,Cameroon,Cameroon
Masindi,1.6917534,31.773752436319583,Uganda,Uganda
Pasar Klaten Kota,-7.62113825,110.6997400173023,Indonesia,Indonesia
Pasar Karya Nugraha,-5.4622003,122.6082251,Indonesia,Indonesia
Bombali,9.2388372,-12.1148024,Sierra Leone,Sierra Leone
Moungali,-4.2523064,15.2723323,Congo,Congo
Kozhikode,11.2450558,75.7754716,Bassas da India,Bassas da India
Lunzu,-15.7565081,35.0817414,Malawi,Malawi
Masha,23.8672013,71.9210409,Ethiopia,Ethiopia
Ejura,7.377594,-1.367728,Ghana,Ghana
Raipur,21.2380912,81.6336993,Bassas da India,Bassas da India
Bugarama,-3.2666463,32.4232908,Rwanda,Rwanda
Luebo,-5.3535845,21.4197459,Democratic Republic of the Congo,Democratic Republic of the Congo
Muhondo,-1.8108151000000001,29.884104763422293,Rwanda,Rwanda
Basse Santa su,13.31004,-14.2150033,Gambia,Gambia
Tashan Bama,11.8114816,13.18208243403799,Nigeria,Nigeria
Sirt,31.2059625,16.5836206,Libya,Libya
Sakubva,-18.9948244,32.6407429,Zimbabwe,Zimbabwe
Man,55.001251,-97.001038,Cote d'Ivoire,Cote d'Ivoire
Mbuji-mayi,-6.1258942,23.5998111,Democratic Republic of the Congo,Democratic Republic of the Congo
Mong Hkawng,21.1223139,100.3429665,Myanmar,Myanmar
Karambi,-1.7241882,30.4735142,Rwanda,Rwanda
Mong Pawk,22.01762,99.323341,Myanmar,Myanmar
Badghis,35.0,63.75,Afghanistan,Afghanistan
Al Mayadin,35.0166667,40.45,Syrian Arab Republic,Syrian Arab Republic
Kabul,34.5260109,69.1776838,Afghanistan,Afghanistan
Samastipur,25.7744929,85.86626813370123,Bassas da India,Bassas da India
Hossana,7.5501651,37.8528153,Ethiopia,Ethiopia
Diafarabé,14.1392796,-5.0184516,Mali,Mali
Balaka,-15.04847375,35.05315978998695,Malawi,Malawi
Bubaque,11.3000802,-15.8312425,Guinea-Bissau,Guinea-Bissau
Sowa,50.67013145,16.48288765708609,Zimbabwe,Zimbabwe
Svay Rieng,11.1942275,105.7973275083619,Cambodia,Cambodia
Bouar,5.9354018,15.5921894,Central African Republic,Central African Republic
Mbeya Region,-8.6131228,33.3341957,United Republic of Tanzania,United Republic of Tanzania
Glazoué,8.16811735,2.2291357527306785,Benin,Benin
Mysore,12.3051828,76.6553609,Bassas da India,Bassas da India
Bouake,7.6906058,-5.0298408,Cote d'Ivoire,Cote d'Ivoire
Kandahar,31.6205738,65.7157573,Afghanistan,Afghanistan
Ndop,5.989248,10.436179,Cameroon,Cameroon
Muhradah,35.2479498,36.5790439,Syrian Arab Republic,Syrian Arab Republic
Maharashtra_Pune,18.521428,73.8544541,Bassas da India,Bassas da India
Gihamagara,-3.3695906,29.3689504,Burundi,Burundi
Rampurhat,24.1763069,87.7859569,Bassas da India,Bassas da India
Wein Kao,47.8809714,10.6199154,Myanmar,Myanmar
Ngundu,-20.8015291,30.8008761,Zimbabwe,Zimbabwe
Tadjourah,11.7331574,42.6815878,Djibouti,Djibouti
Mong See,47.2692043,12.479412,Myanmar,Myanmar
Rutana,-3.8618714,30.0676979,Burundi,Burundi
Pasar Bitingan,-6.8167758,110.8369513627303,Indonesia,Indonesia
Petit Marche,7.3260584,13.5816855,Niger,Niger
Dandume,11.4169922,7.222459472401029,Nigeria,Nigeria
Chiremwaremwa,-20.468307250000002,31.863885703717266,Zimbabwe,Zimbabwe
Anosy (Region),-23.93720285,46.15293105184881,Madagascar,Madagascar
Pasar Singaparna,-7.35066845,108.11175387174822,Indonesia,Indonesia
Ruvuma Region,-10.749721,35.6616934,United Republic of Tanzania,United Republic of Tanzania
Idleb,35.859499549999995,36.57140391506578,Syrian Arab Republic,Syrian Arab Republic
Phnom Srok,13.7436658,103.3390616,Cambodia,Cambodia
Lingayen,16.0206363,120.2307093,Philippines,Philippines
Boundiali,9.5255789,-6.4837639,Cote d'Ivoire,Cote d'Ivoire
Pwani Region,-7.1160874,38.7300111,United Republic of Tanzania,United Republic of Tanzania
Nga Khu Ra,30.71793385,81.21757098610614,Myanmar,Myanmar
Butare,-2.54261195,29.159087046084316,Rwanda,Rwanda
Bukavu,-2.5055839,28.8594885,Democratic Republic of the Congo,Democratic Republic of the Congo
Pasar Mangli,-8.1902779,113.6521585,Indonesia,Indonesia
Korem,18.5348694,78.9124328,Ethiopia,Ethiopia
Solan,30.92589585,77.08200509063624,Bassas da India,Bassas da India
Ntonda,-8.2283659,27.2042159,Malawi,Malawi
Atsimo Andrefana (Region),-23.0907053,44.40133257710572,Madagascar,Madagascar
Magaria,13.000948,8.9086775,Niger,Niger
Mtwara Region,-10.6990264,39.0217984,United Republic of Tanzania,United Republic of Tanzania
La Union (Ilocos Region),16.5735957,120.4089899,Philippines,Philippines
Oudomxay,20.2386431,101.7536598,Lao People's Democratic Republic,Lao People's Democratic Republic
Zhytomyr,50.9080532,28.3867504,Ukraine,Ukraine
Rusumo,-1.673419,30.0923635,Rwanda,Rwanda
Cayes,-0.2545091,-78.5608151,Haiti,Haiti
Kikara,15.2106689,-2.7488866,Mali,Mali
Benghazi,32.1288331,20.0817204,Libya,Libya
Rumbek,6.8063901,29.6767488,South Sudan,South Sudan
Thiri Market,19.66075285,96.0890468793018,Myanmar,Myanmar
Ferkessedougou,9.5939778,-5.1975952,Cote d'Ivoire,Cote d'Ivoire
Melut,10.4419745,32.2024739,South Sudan,South Sudan
Pasar Flamboyan,-0.0402083,109.3453369141812,Indonesia,Indonesia
Toktogul,41.8734702,72.9451052,Kyrgyzstan,Kyrgyzstan
Bihar_Gaya,24.7964355,85.0079563,Bassas da India,Bassas da India
Alanine,-1.6623964,29.2040315,Democratic Republic of the Congo,Democratic Republic of the Congo
Brak,43.3239838,16.65481905810135,Libya,Libya
Dessie,11.122604,39.634982,Ethiopia,Ethiopia
Covè,7.2999575,2.298927334403489,Benin,Benin
Nguru,5.366667,7.133333,Nigeria,Nigeria
Attapeu,14.79073,107.10083175209198,Lao People's Democratic Republic,Lao People's Democratic Republic
Kono,8.6868883,-10.9194454,Sierra Leone,Sierra Leone
Gisuru,-3.4580085,30.4983043,Burundi,Burundi
N'gouma,15.63789,-3.370612,Mali,Mali
Boni,11.512488300000001,-3.3864474856538984,Mali,Mali
Katima,14.789,8.5257,Namibia,Namibia
Uno,40.7496292,-73.96738998324597,Guinea-Bissau,Guinea-Bissau
Kananga,-5.8951725,22.408589,Democratic Republic of the Congo,Democratic Republic of the Congo
Karimama,11.91622705,2.7121422370930746,Benin,Benin
Abomsa,8.4891492,39.834127,Ethiopia,Ethiopia
Najaf,32.0010227,44.3299926,Iraq,Iraq
Tongogara Refugee Camp 2,-20.3465343,32.3076631,Zimbabwe,Zimbabwe
Cape Coast,5.107467,-1.2430793,Ghana,Ghana
Quezon,13.9,122.0,Philippines,Philippines
Hermel,34.3962036,36.3870372,Lebanon,Lebanon
Maputo,-25.966213,32.56745,Mozambique,Mozambique
A'zaz,36.5864441,37.0464305,Syrian Arab Republic,Syrian Arab Republic
Bujumbura,-3.3638125,29.3675028,Burundi,Burundi
Luchenza,-16.0051495,35.3089264,Malawi,Malawi
Thaba Tseka,-29.5699207,28.5938214,Lesotho,Lesotho
Ghor,34.1605257,64.9201949,Afghanistan,Afghanistan
Xayabury,19.2536139,101.61809849627492,Lao People's Democratic Republic,Lao People's Democratic Republic
Nhakiwa,-17.3715473,31.801478,Zimbabwe,Zimbabwe
Phidim,27.1201289,87.79512207371164,Nepal,Nepal
Pasar Mandalika,-8.5966274,116.1562693,Indonesia,Indonesia
Dantokpa,6.3755322,2.4314042,Benin,Benin
Cebu,10.2931062,123.9020773,Philippines,Philippines
Ibb,14.1419291,44.1389849,Yemen,Yemen
Sebha,26.9956212,15.1065417,Libya,Libya
Ying Phan,26.539592300000002,101.79735174129432,Myanmar,Myanmar
Chainpur,24.981117750000003,83.42031408946386,Nepal,Nepal
Ngouri,13.636825,15.3701466,Chad,Chad
Dawanau,12.0997091,8.416160350673945,Nigeria,Nigeria
Butuan,8.9483324,125.5369442,Philippines,Philippines
Rafah,31.2752047,34.2558269,State of Palestine,State of Palestine
Herson,46.6412644,32.625794,Ukraine,Ukraine
Bazar-Korgon,41.033588,72.7421097,Kyrgyzstan,Kyrgyzstan
Al Kom,16.033333,48.466667,Syrian Arab Republic,Syrian Arab Republic
Lashio Market,22.9364174,97.7485287,Myanmar,Myanmar
Limbuli,-16.073266,35.7152358,Malawi,Malawi
Al Fashir,13.6238244,25.3555559,Sudan,Sudan
Nouakchott,18.061891799999998,-15.931148157832908,Mauritania,Mauritania
Atsinanana (Region),-18.9771559,48.87421408994375,Madagascar,Madagascar
Pasar Gudang,-6.2671951,106.46780922919653,Indonesia,Indonesia
